Collector,Site,Julian,Year,Date,DateCollector,Location,Number,OldNumber,PIT,PITnew,BurrowNo,Burrow Synonym,Lat,Long,Status,EstimatedAge,KnownAge,Sex,AgeSex,ReproSex,Mass,Clmax,Clmid,BridgeWidth,Thickness,Pltotal,Plmid,TotalLength,Concavity,Plasma,UDBA,BloodT,CaptureTime,Nasal,Nail,Pics,BKA,Nares,Eyes,EyeLids,PerioC,Conjunctive,URTDscarring,DateTrapSet,DateTrapSetJG,Comments,Comments2
Goessling,,41832,2015,12-Jul-14,071215,Solon Dixon Center,DC21,,,,2015-03,,,,N,>30,,F,,,3178,25.7,,195,106,25.6,23.4,27.3,5,Y,N,124,M,Y,Y,Y PHONE,75.29258778,0,0,0,0,0,MILD EROSION L/R NARES,10-Jul-15,071015,,
Goessling,,41836,2015,16-Jul-14,071615,Solon Dixon Center,DC23,,,,"WALKING ON PAVED, CENTER RD.",,,,N,21,,M,,,2201.3,22.9,,180,99,22.8,20.8,23.7,11,Y,UDB,APPROX 1H,M,Y,Y,Y PHONE,,0,0,0,0,0,SEVERE EROSION/SCARRING BOTH NARES,NA,NA,,
Goessling,,42206,2015,21-Jul-15,072115,Solon Dixon Center,"FILED AS 39, IDED AS DC04 FOR STUDY AT AU",,,,WALKING ON ROAD NEAR GRAVEYARD,,,,R,21,,F,,,3631.4,27.0,,203,113,26.6,24.8,28.3,5,N,N,,,,,YES,,0,0,0,0,0,MILD EROSION,NA,NA,TORTOISE (ID WAS DC04) WAS PART OF STUDY ON CAMPUS FROM FALL 2013 TO SUMMER 2014. FOUND ON ROAD EXACTLY WHERE FIRST COLLECTED.,
Goessling,,41732,2014,3-Apr-14,"""04032014",Geneva State Forest,G02,,,,GSF05,,31.13964,-86.16126,N,5,,J,,,184.2,9.4,,80,45,9.7,9.1,9.9,0,Y,NA,147,NA,Y,Y,64-67,,,,,,,,1-Apr-14,"""04012014",,
Goessling,,41742,2014,13-Apr-14,"""04132014",Geneva State Forest,G04,,,,GSF16 FOOD PLOT,,,,,old,,F,,,3570,26.9,,203,108,25.7,24.1,27.9,4,Y,NA,195,NA,Y,Y,78-82,,,,,,,FIESTY! BIT JEFF,12-Apr-14,"""04122014",,VERY OLD
Goessling,,41751,2014,22-Apr-14,"""04222014",Geneva State Forest,G05,,,,GSF12,,,,N,7,,J,,,386.1,13.1,,102,58,12.6,11.7,13.3,0,Y,NA,720,NA,N,Y,83-86,,,,,,,SEXY,21-Apr-14,"""04112014, ""04212014","TrapSet: ""04112014, ""04212014",
Goessling,,41752,2014,23-Apr-14,"""04232014",Geneva State Forest,G06,,,,GSF01,,,,,old,,F,,,5005,29.0,,230,123,28.7,27.3,30.5,5,Y,NA,"120, 537",NA,Y,Y,104-108,,,,,,,VERY SCARRED,21-Apr-14,"""03312014, ""04102014, ""04212014","TrapSet: ""03312014, ""04102014, ""04212014",
Goessling,,41795,2014,5-Jun-14,"""06052014",Geneva State Forest,G06,,,,GSF02,,,,R,old,,F,,,4737.1,29.0,,230,123,28.7,27.2,30.5,5,Y,NA,182,NA,Y,Y,104-108,,,,,,,OLD CARAPACE DAMAGE,6-Jun-14,"""06052014",,
Goessling,,41753,2014,24-Apr-14,"""04242014",Geneva State Forest,G07,,,,GSF04,,,,N,old,,M,,,2540.9,23.9,,180,102,23.3,21.2,24.9,7,Y,NA,340,NA,Y,Y,100-103,,,,,,,MAY HAVE BEEN IN TRAP OVERNIGHT; BLOODY PENIS. KEPT IN BIN FROM 11:30AM TO RELEASE AT 1624 -WALKED TO DIFFERENT BURROW THAN CAPTURED,21-Apr-14,"""04212014",,
Goessling,,41757,2014,28-Apr-14,"""04282014",AOR 45HWY52,G12,,,,,,,,N,20,,M,,,1472.6,19.9,,147,86,19.4,17.9,20.6,,Y,NA,300,NA,N,N,,,,,,,,,,,,
Goessling,,41796,2014,6-Jun-14,"""06062014",Geneva State Forest,G13,,,,18,,,,N,8,,J,,,419,12.8,,107,57,12.9,11.7,13.0,0,Y,NA,"193, 434",NA,N,Y,"120,121",,,,,,,,5-Jun-14,"""06052014",,
Goessling,,41796,2014,6-Jun-14,"""06062014",Geneva State Forest,G14,,,,GSF24,,,,N,9,,M,,,674.2,15.2,,115,68,14.9,13.8,15.8,0,Y,NA,125,NA,Y,Y,"122, 123",,,,,,,,5-Jun-14,"""06052014",,
Goessling,,41796,2014,6-Jun-14,"""06062014",Geneva State Forest,G15,,,,13,,,,N,5,,J,,,249.7,11.1,,91,47,10.7,9.9,11.2,0,Y,NA,422,NA,Y,Y,"124, 125",,,,,,,,5-Jun-14,"""06052014",,
Goessling,,41797,2014,7-Jun-14,"""06072014",Geneva State Forest,G16,,,,GSF22,,,,N,old,,M,,,3422,25.1,,197,109,25.1,23.2,26.6,12,Y AND 3HR BLEED,NA,230,NA,Y,Y,"130, 131",,,,,,,,5-Jun-14,"""06052014",,
Goessling,,41797,2014,7-Jun-14,"""06072014",Geneva State Forest,G17,,,,GSF21,,,,N,old,,F,,,3630,25.9,,206,116,24.6,22.8,26.6,4,Y AND 3HR BLEED,NA,"140, 420, 1200",NA,N,Y,"128, 129",,,,,,,"2 HOLES ON PLASTRON, 2 TOOTH MARKS ON TOP",5-Jun-14,"""06052014",,VERY OLD
Goessling,,41797,2014,7-Jun-14,"""06072014",Geneva State Forest,G18,,,,GSF31,,,,N,14,,F,,,1092.7,18.0,,138,77,18.2,16.6,18.8,0,Y AND 3HR BLEED,NA,"80, 580",NA,Y,Y,"126, 127",,,,,,,"KARATINITIS STRANGE SCUTES ON CARAPACE, MISSING CLAW ON RIGHT FOOT",6-Jun-14,"""06062014",,
Goessling,,42248,2015,1-Sep-15,090115,Geneva State Forest,G18,,,,AOR,,31.15056,-86.1694,R,15,,F,,,1545.9,20.2,,152,97,20.3,18.6,20.9,1,Y,UB,95,A,N,N,1124-1127,75.06234414,1,0,0,0,0,,NA,NA,EROSION L NARIS,
Goessling,,41798,2014,8-Jun-14,"""06082014",Geneva State Forest,G19,,,,GSF25,,,,N,32,,M,,,4290,28.9,,226,129,27.5,24.9,30.1,6,Y,NA,270,NA,Y,Y,"132, 135",,,,,,,BROKE OFF 2 CLAWS IN TRAP. POSSIBLY IN TRAP OVERNIGHT. REBLED AT 5 HRS.,,,,
Goessling,,41798,2014,8-Jun-14,"""06082014",Geneva State Forest,G20,,,,GSF11,,,,N,26,,F,,,5114.8,28.5,,221,129,27.2,25.1,29.1,5,Y AND 3HR BLEED,NA,110,NA,Y,Y,"133,134",,,,,,,NO MEDIA IN LAVAGE,5-Jun-14,"""06052014",,
Goessling,,41800,2014,10-Jun-14,"""06102014",Geneva State Forest,G21,,,,GSF34,,31.15975,-86.16058,N,old,,M,,,4304.5,28.9,,224,122,27.9,25.6,30.1,7,Y AND 3HR BLEED,NA,"210, 360",NA,Y,Y,"138, 141",,,,,,,1ST BLOOD SAMPLE MUCH MORE CLEAR. LYMPH? DARK  RED BLOOD IN FEM. LIGHT RED IN BRACH,,,,VERY OLD
Goessling,,41800,2014,10-Jun-14,"""06102014",Geneva State Forest,G22,,,,GSF08,,,,N,15,,M,,,2600,24.2,,182,106,24.2,22.5,25.6,9,Y,NA,"480, 540",NA,Y,Y,"139, 140",,,,,,,"MAY HAVE MIXED UP SAMPLES, 8MIN COULD  BE 6MIN BRACH. SOFT SHELL PUTRID",3-Jun-14,"""06032014",,
Goessling,,41800,2014,10-Jun-14,"""06102014",Geneva State Forest,G23,,,,GSR09,,,,N,13,,M,,,1156.5,18.5,,140,80,18.6,16.8,19.3,5,Y AND 3HR BLEED,NA,214,NA,Y,Y,"136, 137",,,,,,,CHUNK OUT OF CARAPACE,5-Jun-14,"""06052014",,
Goessling,,42114,2015,20-Apr-15,042015,Perdido WMA,P01,,,,CR 112,,30.67006,-87.47403,N,14,,M,,,1158.9,17.7,,141,80,18.1,17.6,16.0,5,Y,UB,600,A,Y,Y,159-162,13.28026812,0,0,0,0,0,,NA,NA,"FOUND ON AL/BALDWIN CR 112 AT 30.67006, -87.47403; RELEASED AT 30.63437, -87.42351",
Goessling,,42115,2015,21-Apr-15,042115,Perdido WMA,P02,,,,PR02,,,,N,9,,J,,,507.3,14.3,,111,80,13.9,13.1,14.6,0,Y,UDB,14:50,M,Y,Y,163-170,0,0,0,0,0,0,,20-Apr-15,042015,,
Goessling,,42116,2015,22-Apr-15,042215,Perdido WMA,P03,,,,PR11,,,,N,20,,F,,,5065,29.6,,212,124,29.3,27.2,31.4,6,Y,N,484 AND 3H,M,Y,Y,171-176,29.61876833,0,0,0,0,0,MILD ASYMM,21-Apr-15,042115,,
Goessling,,42117,2015,23-Apr-15,042315,Perdido WMA,P04,,,,PR07,,,,N,6,,J,,,744.4,15.9,,127,66,15.7,14.6,16.3,0,Y,UDB,123 AND 3H,M,Y,Y,190-195,32.97025555,1,0,0,0,0,MILD ASYMM,21-Apr-15,042115,,
Goessling,,42117,2015,23-Apr-15,042315,Perdido WMA,P05,,,,PR12,,,,N,4,,J,,,116.6,8.6,,68,39,8.7,8.4,9.0,0,Y,UB,75,M,N-CLW,Y,196-203,31.71344784,0,0,0,0,0,,21-Apr-15,042115,CARAPACE INDENTED/PARTLY SQUASHED IN,
Goessling,,42117,2015,23-Apr-15,042315,Perdido WMA,P06,,,,PR14,,,,N,>23,,F,,,3709.1,27.6,,214,115,26.6,24.5,28.6,6,Y,UB,430 AND 3H,M,Y,Y,204-209,68.99874319,1,0,0,0,0,MILD SCARRING,22-Apr-15,042215,"VERY HOT IN TRAP, BURLAP BLOWN OFF, FOAMY",
Goessling,,42117,2015,23-Apr-15,042315,Perdido WMA,P07,,,,PR04,,,,N,old,,F,,,4762.9,27.7,,219,124,27.7,25.2,29.6,5,Y,UDB,219 AND 3H,A,Y,Y,210-227,81.35735233,3,0,0,1,2,SEVERE EROSION,21-Apr-15,042115,"EYES SUNKEN, SEVERELY ERODED.",
Goessling,,42118,2015,24-Apr-15,042415,Perdido WMA,P08,,,,PR06,,,,N,>21/OLD,,M,,,3820.7,27.8,,212,116,28.4,25.7,29.5,12,Y,UB,230,M,Y,Y,238-240,59.99162128,0,0,0,0,0,MILD EROSION,21-Apr-15,042115,"EYES SLIGHTLY SUNKEN, LOOKS MINORLY DEHYDRATED, BLOOD VERY DARK. PROBABLY IN TRAP OVERNIGHT.",
Goessling,,42118,2015,24-Apr-15,042415,Perdido WMA,P09,,,,PR03,,,,N,16,,F,,,1208.4,19.4,,143,79,18.9,17.2,19.7,3,Y,UDB,~5MIN AND 3H,A,Y,Y,243-249,28.15249267,1,0,0,0,0,MILD ASYMM,20-Apr-15,042015,,
Goessling,,42119,2015,25-Apr-15,042515,Perdido WMA,P10,,,,PR09,,,,N,>35,,F,,,4728,28.6,,225,119,27.8,25.6,29.8,7,Y,UB,~15MIN AND 3H,M,Y,Y,251-256,41.76790951,1,0,0,0,0,MILD ASYMM,21-Apr-15,042115,OLD SHELL DAMAGE; NUCHAL SCUTE HIGHLY ASYMMETRICAL,
Goessling,,42120,2015,26-Apr-15,042615,Perdido WMA,P12,,,,PR08,,,,N,2,,J,,,79.8,7.3,,61,35,7.1,6.9,7.4,0,Y,UB,115,A,N-CLW,Y,272-286,35.12658228,0,0,0,0,0,,21-Apr-15,042115,,
Goessling,,42125,2015,1-May-15,050115,Perdido WMA,P13,,,,Walking about,,30.69209,-87.46848,N,0,,J,,,36.6,5.4,,48,39,5.4,5.3,5.7,0,Y,UB,90,A,N,N,290-293,2.492088608,0,0,0,0,0,,NA,NA,,
Goessling,,42126,2015,2-May-15,050215,Perdido WMA,P14,,,,PR16,,,,N,15,,F,,,1596.6,21.0,,151,87,20.3,18.4,21.5,3,Y,N,327 AND 3H,M,Y,Y,610-614,63.40981013,0,0,0,0,0,,30-Apr-15,043015,,
Goessling,,42126,2015,2-May-15,050215,Perdido WMA,P15,,,,PR20,,,,N,15/16,,M,,,2442,23.7,,183,103,23.2,21,23.9,9,Y,N,300 AND 3H,M,Y,Y,615-622,51.34493671,0,0,0,0,0,SLIGHTLY ASYMM NARES,30-Apr-15,043015,,
Goessling,,42126,2015,2-May-15,050215,Perdido WMA,P16,,,,PR23,,,,N,10,,J,,,1273.8,19.1,,145,180,18.6,17.2,19.6,3,Y,UB,237,,Y,Y,623-628,86.3528481,0,0,0,0,0,ERODED SCALES AROUND NOSE,30-Apr-15,043015,,
Goessling,,42126,2015,2-May-15,050215,Perdido WMA,P17,,,,PR15,,,,N,20,,M,,,3873.2,27.0,,205,118,26.0,22.4,28.1,7,Y,N,444,A,Y,Y,629-638,86.15506329,1,0,0,0,0,ASYMM NARES,30-Apr-15,043015,,
Goessling,,42126,2015,2-May-15,050215,Perdido WMA,P18,,,,PR01,,,,N,15,,F,,,1721,20.9,,164,90,20.7,18.7,21.2,2,Y,UB,392 AND 3H,A,Y,Y,639-645,45.21360759,1,0,0,0,0,,30-Apr-15,043015,SEROUS DISCHARGE FROM R NARIS.,
Goessling,,42127,2015,3-May-15,050315,Perdido WMA,P19,,,,PR10,,,,N,old,,F,,,4548.8,27.1,,224,120,24.2,25.5,28.4,4,Y,UB,12:19,A,Y,Y,646-656,30.18196203,0,0,0,0,0,,30-Apr-15,043015,,
Goessling,,42128,2015,4-May-15,050415,Perdido WMA,P20,,,,PR27,,,,N,21,,M,,,3578.8,27.3,,201,116,25.7,23.6,27.8,8,Y,UB,490 AND 3H,A,Y,Y,659-664,98.0221519,0,0,0,0,0,MILD ASYMM,3-May-15,050315,,
Goessling,,42128,2015,4-May-15,050415,Perdido WMA,P21,,,,PR25,,,,N,17,,F,,,4436,28.5,,214,127,28.4,25.8,29.8,8,Y,N,"~5MIN, 3 SAMPLES AND 3H",A,Y,Y,667-671,64.39873418,0,0,0,0,0,MILD ASYMM,1-May-15,050115,,
Goessling,,42129,2015,5-May-15,050515,Perdido WMA,P22,,,,PR28,,,,N,19/20,,M,,,2805,24.7,,185,105,24.3,22.5,26.2,13,Y,UDB,375,M,Y,Y,672-677,85.75949367,0,0,0,0,0,,3-May-15,050315,,
Goessling,,42129,2015,5-May-15,050515,Perdido WMA,P23,,,,PR22,,,,N,14,,F,,,3825,27.0,,213,117,25.5,23.6,28.1,5,Y,UB,252,A,Y,Y,678-684,65.58544304,0,0,0,0,0,,30-Apr-15,043015,STRESSED/FOAMY IN TRAP. MISSING NUCHAL SCUTE.,
Goessling,,42129,2015,5-May-15,050515,Perdido WMA,P24,,,,PR29,,,,N,>28,,F,,,4497.4,27.5,,218,126,26.3,24.3,28.5,6,Y,UDB,330 AND 3H,A,Y,Y,685-692,67.95886076,0,0,0,0,0,MILD ASYMM,3-May-15,050315,,
Goessling,,42129,2015,5-May-15,050515,Perdido WMA,P25,,,,PR05,,,,N,old,,F,,,5190.5,29.2,,221,128,28.1,26.4,30.9,6,Y,N,125 AND 3H,A,Y,Y,693-702,89.51740506,0,0,0,0,0,,30-Apr-15,043015,ABSCESS IN R SINUS; R SIDE OF NOSE SWOLLEN,VERY OLD
Goessling,,42130,2015,6-May-15,050615,Perdido WMA,P26,,,,PR31,,,,N,16/17,,M,,,1893.5,21.6,,162,95,21.3,29.6,22.8,5,Y,N,2 ~5MIN AND 3H,M,Y,Y,702-709,54.11392405,0,0,0,0,0,"MILD ASYMM, L NARIS SLIGHTLY ERODED",4-May-15,050415,,
Goessling,,42130,2015,6-May-15,050615,Perdido WMA,P27,,,,PR35,,,,N,18,,M,,,2450.5,24.3,,187,97,23.2,22.2,24.7,11,Y,N,135 AND 3H,A,Y,Y,711-720,87.34177215,0,0,0,0,0,"MILD ASYMM, L NARIS SLIGHTLY ERODED",6-May-15,050615,,
Goessling,,42131,2015,7-May-15,050715,Perdido WMA,P27,,,,PR34,,,,R,,,M,,,,,,,,,,,,Y,,130,,,,,,,,,,,,6-May-15,050615,TORT RECAPTURED ON SAME MORNING IT WAS RELEASED AT NEARBY BURROW.,
Goessling,,42130,2015,6-May-15,050615,Perdido WMA,P28,,,,PR21,,,,N,>20,,M,,,2562.6,23.7,,183,100,23.4,21.2,24.4,11,Y,N,200 AND 3H,A,Y,Y,721-728,96.63765823,0,0,0,0,0,,30-Apr-15,043015,SEVERE DYSKERATOSIS,
Goessling,,42131,2015,7-May-15,050715,Perdido WMA,P29,,,,PR17,,,,N,>18,,M,,,3123.9,25.0,,192,110,25.4,23.5,26.4,11,Y,N,"255, 315, AND 2.25h",A,Y,Y,729-735,38.43137255,0,0,0,0,0,MILD EROSION,30-Apr-15,043015,LITTLE FOAMY IN TRAP.,
Goessling,,42131,2015,7-May-15,050715,Perdido WMA,P30 (FILED AS P31),,,,PR24,,,,N,>26,,UNK,,,4250.6,28.0,,214,125,26.0,23.9,28.4,10,Y,N,110 AND 1.5H,A,Y,Y,736-742,62.54901961,0,0,0,0,0,MILD ASYMM,30-Apr-15,043015,,
Goessling,,42133,2015,9-May-15,050915,Rayonier Tract,R01,,,,RT07,,,,N,>21,,F,,,4230.3,27.8,,215,119,27.7,24.8,29.3,7,Y,UB,330 AND 3H,M,Y,Y,746-753,75.68627451,0,0,0,0,0,,8-May-15,050815,SLIGHTLY ASYMM NARES,
Goessling,,42133,2015,9-May-15,050915,Rayonier Tract,R02,,,,RT09,,,,N,14,,M,,,1483,20.5,,150,85,20.4,18.4,21.3,8,Y,UB,8:56 AND 3H,M,Y,Y,754-756,54.11764706,1,0,0,0,0,,8-May-15,050815,L NARIS MILD EROSION,
Goessling,,42133,2015,9-May-15,050915,Rayonier Tract,R03,,,,RT01,,,,N,>19,,M,,,3394.4,25.9,,195,118,25.8,23.8,26.9,13,Y,UB,14MIN,A,Y,Y,757-760,60.78431373,1,0,0,0,0,,8-May-15,050815,BOTH NARES SLIGHTLY ERODED INSIDE,
Goessling,,42133,2015,9-May-15,050915,Rayonier Tract,R04,,,,RT04,,,,N,8,,J,,,478.5,13.7,,105,60,13.6,12.5,14.0,1,Y,UB,396,A,Y,Y,761-764,30.58823529,1,0,0,0,0,,8-May-15,050815,"NARES ASYMM., SOME SCALES ERODED, LEFT NARIS ERODED",
Goessling,,42134,2015,10-May-15,051015,Rayonier Tract,R05,,,,RT03,,,,N,>16,,M,,,2419.6,22.8,,165,99,22.9,21.3,24.5,7,Y,N,8:45 AND 3H,M,Y,Y,765-772,27.05882353,1,0,0,0,0,,8-May-15,050815,L NARIS MILD EROSION,
Goessling,,42256,2015,9-Sep-15,090915,Rayonier Tract,R05,,,,RT02,,,,R,old,,M,,,2380.5,22.7,,163,100,22.9,21.3,22.7,7,Y,UDB,480,A,Y- CLW,Y,1292-1296,37.15710723,1,0,0,0,0,,1-Sep-15,090115,NARES ERODING. 2 CLAWS BROKEN OFF IN TRAP.,
Goessling,,42135,2015,11-May-15,051115,Rayonier Tract,R06,,,,RT15,,,,N,15,,M,,,2265.1,22.7,,174,97,22.3,20.6,23.1,9,Y,N,210 AND 3H,NOON,Y,Y,773-777,18.03921569,0,0,0,0,0,MAYBE MILD EROSION,NA,NA,SNATCHED; hand-captured,
Goessling,,42136,2015,12-May-15,051215,Rayonier Tract,R07,,,,RT11,,,,N,12,,M,,,1299.9,19.0,,142,87,18.6,17,19.7,5,Y,N,150 AND 3H,A,Y,Y,778-788,37.25490196,0,0,0,0,0,MILD EROSION R NARIS,9-May-15,050915,PENIS OUT,
Goessling,,42137,2015,13-May-15,051315,Rayonier Tract,R08,,,,RT06,,,,N,>24,,F,,,4855,29.1,,214,124,28.1,25.5,29.5,7,Y,DB,170 AND 3H,A,Y,Y,789-802,56.47058824,0,0,0,0,0,L NARIS MODERATE EROSION,8-May-15,050815,,
Goessling,,42138,2015,14-May-15,051415,Rayonier Tract,R09,,,,RT21,,,,N,10,,F,,,632.8,14.9,,,62,14.9,13.8,15.4,2,Y,UB,170 AND 3H,A,Y,Y,803-808; 825,23.92156863,0,0,0,0,0,MILD ASYMM,3-May-15,051315,EXTRA VERTEBRAL SCUTE,
Goessling,,42138,2015,14-May-15,051415,Rayonier Tract,R10,,,,RT10,,,,N,old,,M,,,2046.6,22.0,,174,100,22.2,19.9,23.8,9,Y,UDB,65S AND 3H,A,Y,Y,8009-816,10.58823529,0,0,0,0,0,,8-May-15,050815,PUTRID!,
Goessling,,42138,2015,14-May-15,051415,Rayonier Tract,R11,,,,RT08,,,,N,10,,M,,,1369.2,19.4,,141,84,19.3,17.3,20.1,6,Y,UB,163S AND 3H,A,Y,Y,817-824,72.54901961,0,0,0,0,0,MILD ASYMM,8-May-15,050815,BLOOD IN LAVAGE,
Goessling,,42250,2015,3-Sep-15,090315,Rayonier Tract,R13,,,,RT19,,,,N,24,,M,,,3158,25.7,,190,114,26.0,23.8,27.2,14,Y,DB,90,M,Y,Y,1150-1155,61.09725686,0,0,0,0,0,,1-Sep-15,090115,EXTRA NUCHAL SCUTE,
Goessling,,42251,2015,4-Sep-15,090415,Rayonier Tract,R14,,,,RT16,,,,N,old,,F,,,3595.6,26.3,,208,119,25.2,22.9,26.5,5,Y,N,140,M,Y,Y,1158-1163,37.15710723,0,0,0,0,0,MOD EROSION BOTH NARES,1-Sep-15,090115,MILD DYSKERATOSIS,VERY OLD
Goessling,,42251,2015,4-Sep-15,090415,Rayonier Tract,R15,,,,AOR,,31.13876,-86.21756,N,15,,M,,,1296,19.3,,143,87,19.4,17.7,20.2,7,Y,UDB,14:30,12:30,Y,Y,1164-1169,82.79301746,0,0,0,0,0,MILD EROSION L NARIS,NA,NA,,
Goessling,,42251,2015,4-Sep-15,090415,Rayonier Tract,R16,,,,Hurricane Ridge Rd,,31.138646,-86.217699,N,>26,,M,,,3152,25.5,,195,113,24.9,22.7,26.0,12,Y,UDB,~25 MIN,NOON,Y,Y,1170-1177,88.27930175,0,0,0,0,0,,NA,NA,,
Goessling,,42251,2015,4-Sep-15,090415,Rayonier Tract,R17,,,,CR 89,,31.14094,-86.24317,N,12,,M,,,2061,21.8,,169,96,21.4,19.5,22.8,8,Y,N,22 MIN,A,Y,Y,1178-1183,20.69825436,0,0,0,0,0,MILD EROSION R NARIS,NA,NA,SUBCAR. BLOOD,
Goessling,,42252,2015,5-Sep-15,090515,Rayonier Tract,R18,,,,RT32,,,,N,25,,F,,,3973,27.6,,206,119,27.4,25.3,29.5,5,Y,DB,285,M,Y,Y,1184-1189,37.40648379,0,0,0,0,0,MILD EROSION BOTH NARES,4-Sep-15,090415,VERY DEHYDRATED/SUNKEN EYES,
Goessling,,42252,2015,5-Sep-15,090515,Rayonier Tract,R19,,,,RT28,,,,N,2,,J,,,92.5,7.8,,64,39,7.7,7.5,8.0,0,Y,UB,105,M,N,N,1190-1194,8.229426434,0,0,0,0,0,,3-Sep-15,090315,,
Goessling,,42252,2015,5-Sep-15,090515,Rayonier Tract,R20,,,,RT22,,,,N,old,,F,,,5645,29.3,,235,136,29.1,27.1,31.3,8,Y,N,260,M,Y,Y,1195-1202,65.83541147,0,0,0,0,0,MILD EROSION BOTH NARES,2-Sep-15,090215,MILD DYSKERATOSIS,
Goessling,,42252,2015,5-Sep-15,090515,Rayonier Tract,R21,,,,RT23,,,,N,7,,J,,,314.6,11.9,,96,54,11.5,10.7,12.0,0,Y,UB,330,M,Y,Y,1203-1209,28.67830424,0,0,0,0,0,MILD EROSION L NARIS,2-Sep-15,090215,STRESSED IN TRAP,
Goessling,,42252,2015,5-Sep-15,090515,Rayonier Tract,R22,,,,RT29,,,,N,old,,F,,,3970,26.5,,204,113,26.5,24.5,28.0,3,Y,N,300s AND 33 MIN,A,Y,Y,1210-1216,21.44638404,0,0,0,0,0,,4-Sep-15,090415,,
Goessling,,42253,2015,6-Sep-15,090615,Rayonier Tract,R23,,,,AOR,,31.14008,-86.21398,N,old,,F,,,4227,27.9,,226,113,27.1,25.3,29.3,4,Y,N,60,M,Y,Y,1217-1227,58.35411471,0,0,0,0,0,MILD EROSION BOTH NARES,NA,NA,"VERY DEHYDRATED. EYES SUNKEN, WHITE LESIONS ON L CORNEA. MILD DYSKERATOSIS",
Goessling,,42254,2015,7-Sep-15,090715,Rayonier Tract,R24,,,,RT18,,,,N,>24,,F,,,3479,26.7,,207,114,26.4,23.7,28.0,5,Y,N,265,M,Y,Y,1228-1234,66.58354115,0,0,0,0,0,MILD EROSION BOTH NARES,1-Sep-15,090115,R FRONT MARGINAL SCUTE ANTERIORALLY MISSHAPENED,
Goessling,,42254,2015,7-Sep-15,090715,Rayonier Tract,R25,,,,RT34,,,,N,17,,F,,,3325,25.8,,200,112,26.3,23.7,27.1,7,Y,N,230,A,Y,Y,1235-1240,46.88279302,0,0,0,0,0,,6-Sep-15,090615,,
Goessling,,42256,2015,9-Sep-15,090915,Rayonier Tract,R26,,,,RT38,,,,N,4,,J,,,155.8,9.3,,76,44,9.1,8.7,9.5,0,Y,N,120,M,Y,Y,1248-1253,19.20199501,0,0,0,0,0,,7-Sep-15,090715,SUBCAR. BLOOD,
Goessling,,42256,2015,9-Sep-15,090915,Rayonier Tract,R27,,,,RT36,,,,N,7,,J,,,510.8,13.9,,108,62,14.0,12.9,14.2,2,Y,N,90,M,Y,Y,1241-1247,20.69825436,0,0,0,0,0,,7-Sep-15,090715,SUBCAR. BLOOD,
Goessling,,42256,2015,9-Sep-15,090915,Rayonier Tract,R28,,,,RT40,,,,N,5,,J,,,107.4,7.9,,64,39,7.7,7.4,8.0,1,Y,N,75,M,Y,N,1254-1259,33.16708229,0,0,0,0,0,,8-Sep-15,090815,SUBCAR. BLOOD,
Goessling,,42256,2015,9-Sep-15,090915,Rayonier Tract,R29,,,,RT33,,,,N,18,,F,,,1543.8,20.0,,154,98,20.1,18,20.9,2,Y,UB,330,A,Y,Y,1260-1266,40.64837905,0,0,0,0,0,,5-Sep-15,090515,HOT/PROBABLY STRESSED IN TRAP.,
Goessling,,42257,2015,10-Sep-15,091015,Rayonier Tract,R30,,,,RT39,,,,N,old,,M,,,2872.2,23.8,,189,104,22.7,22.4,23.9,12,Y,UB,480,M,Y,Y,1297-1309,35.66084788,0,0,0,0,1,MILD EROSION,NA,NA,"MILD SWELLING OF CONJUNCTIVA. MILD DYSKERATOSIS. TORTOISE WAS FOUND SITTING ON APRON OF RT39 WHERE TRAP WAS PRESENT. SHELL SCARRED, SEE DATA SHEET",
Goessling,,42257,2015,10-Sep-15,091015,Rayonier Tract,R31,,,,Tung Oil Road,,31.09733,-86.2534,N,,,F,,,2216,22.4,,170,100,22.2,20.1,23.3,4,Y,N,135,A,Y,Y,1310-1317,22.19451372,1,0,0,0,0,,NA,NA,EROSION R NARIS,ON TUNG OIL ROAD
Goessling,,42257,2015,10-Sep-15,091015,Rayonier Tract,R32,,,,RT37,,,,N,old,,M,,,3098,25.4,,188,109,25.2,23.2,26.6,11,Y,UB,140,A,Y,Y,1318-1323,81.2967581,1,0,0,0,0,,8-Sep-15,090815,EROSION BOTH NARES,
Goessling,,42234,2015,18-Aug-15,081815,Stimpson Wildlife Sanctuary,S01,,,,S15-05,,,,N,old,,M,,,4678,28.2,,220,126,26.7,25.1,29.1,16,Y,,75S AND 3H,M,Y,Y,831-831,29.88047809,0,0,0,0,0,MILD EROSION,17-Aug-15,081715,MOD DYSKER,
Goessling,,42234,2015,18-Aug-15,081815,Stimpson Wildlife Sanctuary,S02,,,,S15-02,,,,N,old,,F,,,3491.7,26.2,,205,118,27.2,24.6,22.9,5,Y,,8:43 AND 3H,A,Y,Y,841-845,27.49003984,0,0,0,0,0,VERY MILD EROSION,17-Aug-15,81715,STRESSED/FOAMY IN TRAP,
Goessling,,42234,2015,18-Aug-15,081815,Stimpson Wildlife Sanctuary,S03,,,,S15-09,,,,N,old,,F,,,3450,25.7,,202,110,24.8,23.4,26.9,9,Y,,4:37 AND 3H,A,Y,Y,846-855,22.50996016,0,0,0,0,0,NONE,17-Aug-15,81715,MOD DYSKER,VERY OLD
